timestamp,dataset,pe,ckpt,normalize,L_train,H,seasonality,L_eval,MAE,RMSE,sMAPE,MASE,LES
2025-11-18T22:30:06.553479,traffic,rope,checkpoints/ts_transformer_traffic_rope.pt,zscore,168,336,24,336,0.044,0.0639,75.57,2.4083,1.0045
2025-11-18T22:35:47.054994,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,168,336,24,168,0.0437,0.0637,75.25,2.3903,1.0
2025-11-18T22:35:47.054994,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,168,336,24,336,0.0439,0.0639,75.34,2.4049,1.0044
2025-11-18T22:41:27.010563,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,168,336,24,168,0.0467,0.0673,80.18,2.5513,1.0
2025-11-18T22:41:27.010563,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,168,336,24,336,0.0469,0.0676,80.37,2.5694,1.0054
2025-11-18T22:52:21.815671,traffic,none,checkpoints/ts_transformer_traffic_none.pt,zscore,336,24,24,336,0.0439,0.0631,75.46,2.712,1.0
2025-11-18T22:52:21.815671,traffic,none,checkpoints/ts_transformer_traffic_none.pt,zscore,336,24,24,672,0.0447,0.0633,75.0,2.7544,1.0191
2025-11-18T23:03:17.465004,traffic,absolute,checkpoints/ts_transformer_traffic_absolute.pt,zscore,336,24,24,336,0.0573,0.0788,91.97,3.5378,1.0
2025-11-18T23:03:17.465004,traffic,absolute,checkpoints/ts_transformer_traffic_absolute.pt,zscore,336,24,24,672,0.0584,0.0803,92.46,3.5989,1.0207
2025-11-18T23:14:15.266764,traffic,rope,checkpoints/ts_transformer_traffic_rope.pt,zscore,336,24,24,336,0.051,0.0728,71.01,3.1546,1.0
2025-11-18T23:14:15.266764,traffic,rope,checkpoints/ts_transformer_traffic_rope.pt,zscore,336,24,24,672,0.0515,0.0734,71.27,3.1742,1.0096
2025-11-18T23:25:12.515347,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,336,24,24,336,0.0512,0.073,71.13,3.1665,1.0
2025-11-18T23:25:12.515347,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,336,24,24,672,0.0518,0.0736,71.43,3.1872,1.0099
2025-11-18T23:36:09.562160,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,336,24,24,336,0.0439,0.0631,75.46,2.712,1.0
2025-11-18T23:36:09.562160,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,336,24,24,672,0.0447,0.0633,75.0,2.7544,1.0191
2025-11-18T23:47:31.987838,traffic,none,checkpoints/ts_transformer_traffic_none.pt,zscore,336,168,24,336,0.0399,0.0598,67.96,2.1343,1.0
2025-11-18T23:47:31.987838,traffic,none,checkpoints/ts_transformer_traffic_none.pt,zscore,336,168,24,672,0.0401,0.06,67.94,2.1435,1.0035
2025-11-18T23:58:52.239018,traffic,absolute,checkpoints/ts_transformer_traffic_absolute.pt,zscore,336,168,24,336,0.0428,0.0638,77.9,2.2894,1.0
2025-11-18T23:58:52.239018,traffic,absolute,checkpoints/ts_transformer_traffic_absolute.pt,zscore,336,168,24,672,0.0432,0.0643,78.1,2.312,1.0091
2025-11-19T00:10:16.050771,traffic,rope,checkpoints/ts_transformer_traffic_rope.pt,zscore,336,168,24,336,0.0487,0.0677,81.99,2.6011,1.0
2025-11-19T00:10:16.050771,traffic,rope,checkpoints/ts_transformer_traffic_rope.pt,zscore,336,168,24,672,0.0491,0.0681,82.58,2.6284,1.0097
2025-11-19T00:21:40.963651,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,336,168,24,336,0.0481,0.067,81.33,2.5688,1.0
2025-11-19T00:21:40.963651,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,336,168,24,672,0.0484,0.0673,81.71,2.5884,1.0068
2025-11-19T00:33:12.768715,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,336,168,24,336,0.0399,0.0598,67.96,2.1343,1.0
2025-11-19T00:33:12.768715,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,336,168,24,672,0.0401,0.06,67.94,2.1435,1.0035
2025-11-19T00:46:13.212221,traffic,none,checkpoints/ts_transformer_traffic_none.pt,zscore,336,336,24,336,0.0431,0.0636,73.47,2.3573,1.0
2025-11-19T00:46:13.212221,traffic,none,checkpoints/ts_transformer_traffic_none.pt,zscore,336,336,24,672,0.0431,0.0637,73.29,2.3598,1.001
2025-11-19T00:59:04.472719,traffic,absolute,checkpoints/ts_transformer_traffic_absolute.pt,zscore,336,336,24,336,0.0471,0.0681,85.0,2.5795,1.0
2025-11-19T00:59:04.472719,traffic,absolute,checkpoints/ts_transformer_traffic_absolute.pt,zscore,336,336,24,672,0.0474,0.0684,85.2,2.5967,1.0065
2025-11-19T01:11:40.326226,traffic,rope,checkpoints/ts_transformer_traffic_rope.pt,zscore,336,336,24,336,0.0414,0.0613,71.43,2.2657,1.0
2025-11-19T01:11:40.326226,traffic,rope,checkpoints/ts_transformer_traffic_rope.pt,zscore,336,336,24,672,0.0416,0.0615,71.57,2.2751,1.0041
2025-11-19T01:23:42.074537,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,336,336,24,336,0.0408,0.0608,70.28,2.2337,1.0
2025-11-19T01:23:42.074537,traffic,xpos,checkpoints/ts_transformer_traffic_xpos.pt,zscore,336,336,24,672,0.041,0.0609,70.37,2.2417,1.0035
2025-11-19T01:35:47.231224,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,336,336,24,336,0.0431,0.0636,73.47,2.3573,1.0
2025-11-19T01:35:47.231224,traffic,alibi,checkpoints/ts_transformer_traffic_alibi.pt,zscore,336,336,24,672,0.0431,0.0637,73.29,2.3598,1.001
